version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12,1704790059505,2024-01-09_08-47-39,Asia/Shanghai,ios,1.27.1,e771dc7f-3d67-4fcb-8c1d-a95e5e718bdb,Accelerometer|Gyroscope|Orientation|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10
