time,seconds_elapsed,z,y,x
1704370119889998300,0.021998291015625,-1.1225738525390625,-0.16888427734375,0.0033721923828125
1704370119899974400,0.031974365234375,-1.1229248046875,-0.167022705078125,0.0003662109375
1704370119909950200,0.0419501953125,-1.108612060546875,-0.17236328125,-0.010986328125
1704370119919926500,0.051926513671875,-1.084625244140625,-0.184661865234375,-0.0299224853515625
1704370119929902300,0.06190234375,-1.0576629638671875,-0.2046051025390625,-0.054931640625
1704370119939878400,0.07187841796875,-1.028594970703125,-0.227874755859375,-0.0787506103515625
1704370119949854500,0.0818544921875,-0.999755859375,-0.2434539794921875,-0.097259521484375
1704370119959830300,0.091830322265625,-0.972320556640625,-0.25555419921875,-0.1063232421875
1704370119969806300,0.101806396484375,-0.9542999267578125,-0.265625,-0.1042938232421875
1704370119979782400,0.111782470703125,-0.94146728515625,-0.2722625732421875,-0.092987060546875
1704370119989758200,0.12175830078125,-0.9347076416015625,-0.2752685546875,-0.07391357421875
1704370119999734500,0.131734619140625,-0.9395294189453125,-0.274200439453125,-0.052703857421875
1704370120009710300,0.14171044921875,-0.9556121826171875,-0.2698974609375,-0.0321044921875
1704370120019686400,0.151686279296875,-0.972320556640625,-0.2550506591796875,-0.0201568603515625
1704370120029662500,0.161662353515625,-0.985626220703125,-0.24066162109375,-0.0125885009765625
1704370120039638300,0.17163818359375,-0.997100830078125,-0.23016357421875,-0.0081787109375
1704370120049614300,0.1816142578125,-1.008087158203125,-0.22723388671875,-0.0085601806640625
1704370120059590400,0.19159033203125,-1.0198211669921875,-0.230682373046875,-0.009124755859375
1704370120069566200,0.201566162109375,-1.027069091796875,-0.234954833984375,-0.0133819580078125
1704370120079542300,0.211542236328125,-1.0302581787109375,-0.2392578125,-0.0240325927734375
1704370120089518300,0.221518310546875,-1.0252532958984375,-0.246429443359375,-0.03521728515625
1704370120099494400,0.231494384765625,-1.0138702392578125,-0.25457763671875,-0.0458831787109375
1704370120109470500,0.241470458984375,-0.998779296875,-0.2640838623046875,-0.0533905029296875
1704370120119446300,0.2514462890625,-0.9876556396484375,-0.2754364013671875,-0.0619659423828125
1704370120129422300,0.26142236328125,-0.9848480224609375,-0.284149169921875,-0.0685272216796875
1704370120139398400,0.2713984375,-0.9808502197265625,-0.285552978515625,-0.07489013671875
1704370120149374200,0.281374267578125,-0.9736480712890625,-0.2776947021484375,-0.0823211669921875
1704370120159350300,0.291350341796875,-0.9628448486328125,-0.2666015625,-0.0857086181640625
1704370120169326300,0.301326416015625,-0.956298828125,-0.2580413818359375,-0.0796966552734375
1704370120179302400,0.311302490234375,-0.9572296142578125,-0.2513580322265625,-0.0669097900390625
1704370120189278500,0.321278564453125,-0.9680328369140625,-0.2459259033203125,-0.0532379150390625
1704370120199253200,0.331253173828125,-0.978424072265625,-0.2347259521484375,-0.0460205078125
1704370120209229600,0.3412294921875,-0.9814910888671875,-0.2201690673828125,-0.04364013671875
1704370120219205400,0.351205322265625,-0.9783935546875,-0.2099761962890625,-0.0421600341796875
1704370120229181200,0.36118115234375,-0.972900390625,-0.207672119140625,-0.036102294921875
1704370120239157500,0.371157470703125,-0.968475341796875,-0.2094573974609375,-0.0288238525390625
1704370120249133300,0.38113330078125,-0.963836669921875,-0.2118988037109375,-0.0250396728515625
