time,seconds_elapsed,z,y,x
1704279015345619200,0.031619140625,0.11627134073078632,-0.08792816656082868,-0.03418547045737505
1704279015355593200,0.04159326171875,0.08777005338966846,-0.12341390596181154,-0.036303485524654386
1704279015365568300,0.051568359375,-0.05169686948955059,-0.18429945955723523,-0.025851868810877202
1704279015375542300,0.061542236328125,-0.32811434851288795,-0.1917500678241253,-0.02711743176728487
1704279015385517300,0.071517333984375,-0.4830968204319477,-0.1716433916017413,-0.058600657528638835
1704279015395491300,0.0814912109375,-0.32266601997911926,-0.22953005564212797,-0.1293226916141808
1704279015405465300,0.09146533203125,0.08844049999713897,-0.2532885323703289,-0.18009893912747502
1704279015415440400,0.1014404296875,0.45489539282023905,-0.17096680751442908,-0.12090002344474196
1704279015425414400,0.111414306640625,0.7384598209887743,-0.16291735657155512,-0.25049495612904427
1704279015435389200,0.12138916015625,0.5214356111764907,-0.05599778155386448,-0.7125511074241251
1704279015445363200,0.13136328125,0.05778700305819511,0.18115356274694203,-0.9153671975333243
1704279015455338200,0.141338134765625,0.1416822608411312,0.05373129792660474,-0.6133063778832555
1704279015465312300,0.151312255859375,0.055982583984732624,-0.1888756814315915,-0.4584668946314603
1704279015475287300,0.161287353515625,-0.0856552531927824,-0.24227643222957848,-0.23705365607999263
1704279015485261300,0.17126123046875,-0.34637013617157936,-0.16296353380084036,-0.1046293451886624
1704279015495236000,0.181236083984375,-0.7127700839370489,-0.11972118892371654,-0.3257146669600159
1704279015505210000,0.191210205078125,-0.9291033888757229,0.13032207791507244,-0.9513109098348767
1704279015515185400,0.201185302734375,-0.8493798638194799,0.4391264535412192,-0.9329324456445872
1704279015525159400,0.211159423828125,-0.894458776473999,0.4671639227628708,-0.6716463386490941
1704279015535134200,0.22113427734375,-0.9529320082306861,0.255830325807631,-0.8424751989975571
1704279015545108200,0.231108154296875,-0.8619085060030222,0.24973463928103445,-0.8069659325905144
1704279015555083300,0.241083251953125,-0.6847019273161887,0.3611819208562374,-0.7420419172592461
1704279015565057300,0.251057373046875,-0.44666357104778287,0.4211941987484693,-0.7966582543920725
1704279015575031300,0.26103125,-0.17541151196360588,0.3700152156531811,-0.8904303246755152
1704279015585006300,0.27100634765625,0.19509236398935317,0.29632717136889697,-0.8186653574083
1704279015594980400,0.28098046875,0.6575175677925348,0.24828736308217048,-0.5867288982115686
1704279015604955100,0.290955078125,1.0938935535818337,0.17743454222381114,-0.23797920995969324
1704279015614929200,0.30092919921875,1.3513064724057913,0.07156126138865947,0.08322291147932409
1704279015624904200,0.310904296875,1.4809113419622182,-0.08908522764146327,0.31900735134109853
1704279015634878200,0.320878173828125,1.5465759465277193,-0.2201969946295023,0.5256540325891226
1704279015644853200,0.330853271484375,1.5490134028077125,-0.278456583635509,0.6886033186689019
1704279015654827300,0.3408271484375,1.4497621704608201,-0.3381996891975403,0.7609222665570676
1704279015664802300,0.35080224609375,1.309389238652587,-0.37241643157601356,1.1469164109781385
1704279015674776300,0.3607763671875,1.0917068571925164,-0.3738695529937744,2.193504608027637
1704279015684751400,0.37075146484375,0.6626742199033498,-0.5078574599400162,2.030744926235825
1704279015694725400,0.380725341796875,-0.09896189401149749,-0.5541255823791027,1.7737953871399164
1704279015704700200,0.3907001953125,-2.0875486173450946,-0.339518662841618,1.3497022520795463
1704279015714674200,0.400674072265625,-4.4952983258605,-0.20901362957507372,1.522155352628976
1704279015724649200,0.410649169921875,-1.4347890577346085,0.07052168920785189,1.0397720872938632
1704279015734623200,0.420623291015625,-1.183566225722432,0.15167670837193725,0.6464503764636814
1704279015744597200,0.43059716796875,-0.36373160533905025,-0.05521364543884992,0.0711377935458906
1704279015754572000,0.440572021484375,0.6727367642343044,-0.07846037325263022,-0.10654473208962008
1704279015764546000,0.450546142578125,1.1892460249245167,-0.06125175655931234,-0.08264741314630955
1704279015774521300,0.460521240234375,1.4006769447743892,-0.21688334003686904,-0.13062188284555448
1704279015784495400,0.470495361328125,1.229932255578041,-0.37671325198709965,-0.07109675828260369
1704279015794470400,0.480470458984375,1.2076450204461813,-0.33814152926951646,0.12777758106403053
1704279015804444400,0.4904443359375,1.1570686794191598,-0.3331602337256074,0.348492060228996
1704279015814419200,0.500419189453125,0.6657429598242044,-0.375272697789967,0.46175318629313256
1704279015824393200,0.510393310546875,0.08036942174434661,-0.3138908851101994,0.24651520231049506
1704279015834368300,0.5203681640625,-0.4506237068504095,-0.14009323808401822,-0.0689084727243986
1704279015844342300,0.53034228515625,-0.7629547952979803,0.07471241889595985,-0.2458780734507367
1704279015854317300,0.5403173828125,-1.0057628501862288,0.20443214700371026,-0.30807178703527893
1704279015864291000,0.550291015625,-1.4337316576361656,0.230484872148931,-0.24373894253019243
1704279015874266400,0.560266357421875,-1.3113935642123222,0.2747013227552175,-0.01011050252537243
1704279015884240100,0.570240234375,-0.7558218746781349,0.14350187748372553,0.09910384149914607
1704279015894215400,0.58021533203125,-0.31042320899963377,-0.10177227525711059,0.0914366861384362
1704279015904189400,0.590189453125,-0.0548597174346447,-0.2215554235011339,-0.0026495144283631817
1704279015914163500,0.60016357421875,0.19481471609175205,-0.12298749724328517,0.04251835058466531
1704279015924138200,0.61013818359375,0.4939852941930294,0.008512684540450573,-0.020118782218708657
1704279015934112300,0.6201123046875,0.4130477171719074,-0.003188566908240318,-0.40620062775611876
1704279015944087300,0.63008740234375,0.23349136048853397,0.19422054959088564,-0.7638125811710953
1704279015954061300,0.640061279296875,0.05470423461198806,0.3475020628109574,-0.6813138923130929
